actors,director,entrees_fr,entrees_usa,image_urls,nationalite,semaine_fr,semaine_usa,studio,timing,title,titre_original
"Céline Sallette,Thomas Gioria,Camille Lellouche","Sylvie Gautier,Sylvie Gautier",14143,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/11/22/11/11/1474904.jpg,france,18/01/2023 au 25/01/2023,,alba films,0,brillantes,pas de titre original
"Alexandra Lamy,Franck Dubosc,Christiane Millet","Jean-Patrick Benes,Jean-Patrick Benes,Allan Mauduit",283561,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/03/26/10/00/0733728.jpg,france,30 juin au 7 juillet 2021,,gaumont distribution,0,le sens de la famille,pas de titre original
"Jean-Paul Rouve,Julie Depardieu,Ramzy Bedia","François Desagnat,François Desagnat,Jean-Luc Gaget",47192,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/11/24/11/37/0016518.jpg,france,23 février au 2 mars 2022,,apollo films / orange studio,0,zaï zaï zaï zaï,pas de titre original
,"Célia Tisserant,Arnaud Demuynck,Frits Standaert",17473,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/05/24/16/31/0127483.jpg,france,12/10/2022 au 19/10/2022,,cinéma public films,0,grosse colère et fantaisies,pas de titre original
"Dan Stevens,Alison Brie,Sheila Vand","Dave Franco,Dave Franco,Joe Swanberg",45458,,https://fr.web.img5.acsta.net/c_310_420/pictures/20/07/20/11/16/0576775.jpg,u.s.a.,19/08/2020 au 26/08/2020,,metropolitan filmexport,0,the rental,pas de titre original
"Jennifer Hudson,Forest Whitaker,Marlon Wayans","Liesl Tommy,Tracey Scott Wilson",63758,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/05/21/09/52/2342448.jpg,u.s.a.,08/09/2021 au 15/09/2021,,universal pictures international france,0,respect,pas de titre original
"Aïcha Tebbae,Abdellah El Hajjouji,Antoine Reinartz","Fyzal Boulifa,Fyzal Boulifa",4569,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/06/27/14/59/0529508.jpg,france,26 juillet au 2 août 2023,,new story,0,les damnés ne pleurent pas,pas de titre original
"Françoise Lebrun,Dario Argento,Alex Lutz","Gaspar Noé,Gaspar Noé",13046,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/02/18/10/59/1557160.jpg,france,13/04/2022 au 20/04/2022,,wild bunch distribution,0,vortex,pas de titre original
"Léo Campion (II),Guillaume De Tonquédec,Mélanie Doutey","Christophe Barratier,Christophe Barratier",26744,,https://fr.web.img3.acsta.net/c_310_420/pictures/21/12/23/08/44/0309697.jpg,france,09/03/2022 au 16/03/2022,,pathé,0,le temps des secrets,pas de titre original
"Sara Giraudeau,Benjamin Lavernhe,Judith Chemla","Léopold Legrand,Léopold Legrand,Catherine Paillé",40807,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/09/05/10/26/1423963.jpg,france,28 septembre au 5 octobre 2022,,pyramide distribution,0,le sixième enfant,pas de titre original
"Lina El Arabi,Esther Rollande,Kiyane Benamara","Marion Desseigne-Ravel,Marion Desseigne-Ravel",6262,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/08/02/10/20/1771493.jpg,france,09/03/2022 au 16/03/2022,,le pacte,0,les meilleures,pas de titre original
"Kirk Cameron,Raphael Ruggero,Alex Kendrick","Kevin Peeples,Alex Kendrick,Stephen Kendrick",2178281,,https://fr.web.img3.acsta.net/c_310_420/pictures/24/01/30/11/46/2603697.jpg,u.s.a.,09/09/2022 au 12/09/2022,,saje distribution,0,adopté,lifemark
"Franck Dubosc,Emmanuelle Devos,Danièle Lebrun","Clément Michel,Clément Michel",101658,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/11/02/12/37/1962480.jpg,france,06/12/2023 au 13/12/2023,,gaumont distribution,0,noël joyeux,pas de titre original
"Karim Leklou,Ahmed Benaissa,Elsa Wolliaston","Clément Cogitore,Clément Cogitore",27639,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/02/02/11/59/1563594.jpg,france,01/03/2023 au 8/03/2023,,diaphana distribution,0,goutte d'or,pas de titre original
"Franck Dubosc,Louna Espinosa,Jean-Pierre Darroussin","Franck Dubosc,Franck Dubosc",151081,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/12/03/12/08/2815701.jpg,france,24/08/2022 au 31/08/2022,,gaumont distribution,0,rumba la vie,pas de titre original
"Seidi Haarla,Yuriy Borisov,Dinara Drukarova","Juho Kuosmanen,Juho Kuosmanen,Andris Feldmanis",42636,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/09/27/12/51/3432512.jpg,finlande,03/11/2021 au 10/11/2021,,haut et court,0,compartiment n°6,hytti nro 6
"Doryan Ben,Shawn Mendes,Javier Bardem","Will Speck,Josh Gordon,Will Davies",132431,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/09/08/16/44/0478952.jpg,u.s.a.,30 novembre au 7 décembre 2022,,sony pictures releasing france,0,enzo le croco,"lyle, lyle, crocodile"
"Sandrine Kiberlain,Vincent Lacoste,Rüdiger Vogler","Nicolas Pariser,Nicolas Pariser",80190,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/11/17/13/06/3884534.jpg,france,21/12/2022 au 28/12/2022,,diaphana distribution,0,le parfum vert,pas de titre original
"Isabelle Fuhrman,Julia Stiles,Rossif Sutherland","William Brent Bell,David Coggeshall,David Leslie Johnson-McGoldrick",140678,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/07/13/16/25/3981724.jpg,u.s.a.,17/08/2022 au 24/08/2022,,metropolitan filmexport,0,esther 2 : les origines,orphan: first kill
"Sandrine Kiberlain,Pascal Elbé,Valérie Donzelli","Pascal Elbé,Pascal Elbé",158922,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/10/12/10/55/0748351.jpg,france,17/11/2021 au 24/11/2021,,diaphana distribution,0,on est fait pour s’entendre,pas de titre original
"Susanne Wolff,Sandra Hüller,Georg Friedrich","Frauke Finsterwalder,Frauke Finsterwalder,Christian Kracht",2858,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/09/28/09/40/5758051.jpg,allemagne,25 octobre au 1 novembre 2023,,kinovista,0,sissi & moi,sisi & ich
"Pierre Deladonchamps,Zoé Iorio,Camélia Jordana","Kilian Riedhof,Jan Braren,Marc Blöbaum",9010,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/09/09/13/52/2684952.jpg,allemagne,02/11/2022 au 9/11/2022,,haut et court,0,vous n'aurez pas ma haine,pas de titre original
"Penélope Cruz,Milena Smit,Israel Elejalde","Pedro Almodóvar,Pedro Almodóvar",221999,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/10/13/09/07/5873096.jpg,espagne,01/12/2021 au 8/12/2021,,pathé,0,madres paralelas,pas de titre original
"Juliette Binoche,Hélène Lambert,Léa Carne","Emmanuel Carrère,Emmanuel Carrère,Hélène Devynck",126975,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/12/30/12/41/5606829.jpg,france,12/01/2022 au 19/01/2022,,memento distribution,0,ouistreham,pas de titre original
"Vincent Dubois,Jean-Christian Fraiscinet,Bella Boonsang",Frédéric Forestier,580181,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/09/28/16/27/4202972.jpg,france,17/11/2021 au 24/11/2021,,snd,0,les bodin's en thaïlande,pas de titre original
"Éric Nantchouang,Salif Cissé,Édouard Sulpice","Guillaume Brac,Guillaume Brac,Catherine Paillé",5612,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/06/22/11/12/4075248.jpg,france,21/07/2021 au 28/07/2021,,arte,0,à l’abordage,pas de titre original
"Carla Maciel,Fátima Soares,Vitória Nogueira da Silva","João Miller Guerra,Filipa Reis,João Miller Guerra,Filipa Reis",574,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/10/10/15/13/3658180.jpg,portugal,13/12/2023 au 20/12/2023,,norte distribution,0,légua,pas de titre original
"Nicolas Cage,Alex Wolff,Cassandra Violet","Michael Sarnoski,Michael Sarnoski,Vanessa Curtis Block",10015,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/09/02/16/46/1905332.jpg,u.s.a.,27 octobre au 3 novembre 2021,,metropolitan filmexport,0,pig,pas de titre original
"Danielle Deadwyler,Jalyn Hall,Whoopi Goldberg","Chinonye Chukwu,Michael Reilly,Chinonye Chukwu",31818,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/12/09/12/41/4629208.jpg,u.s.a.,08/02/2023 au 15/02/2023,,universal pictures international france,0,emmett till,till
"Juliette Binoche,Yolande Moreau,Noémie Lvovsky","Martin Provost,Martin Provost,Séverine Werba",171000,,https://fr.web.img2.acsta.net/c_310_420/pictures/20/02/25/13/59/4714957.jpg,france,11/03/2020 au 18/03/2020,,memento distribution,0,la bonne épouse,
"Isabelle Carré,Bernard Campan,Mounir Amamra","Ivan Calbérac,Ivan Calbérac",110323,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/05/12/12/15/2636359.jpg,france,31 août au 7 septembre 2022,,studiocanal,0,la dégustation,pas de titre original
"Rooney Mara,Claire Foy,Jessie Buckley","Sarah Polley,Sarah Polley",17688,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/12/22/16/44/5076600.jpg,u.s.a.,08/03/2023 au 15/03/2023,,universal pictures international france,0,women talking,pas de titre original
"Sami Bouajila,Roschdy Zem,Meriem Serbah","Roschdy Zem,Roschdy Zem, Maïwenn",98004,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/08/03/11/34/5848268.jpg,france,23/11/2022 au 30/11/2022,,le pacte,0,les miens,pas de titre original
" Najaa,Agnès Jaoui,Pio Marmaï","François Favrat,Johanne Bernard,François Favrat",54164,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/12/01/16/15/2128272.jpg,france,23 février au 2 mars 2022,,wild bunch distribution,0,compagnons,pas de titre original
"Michael Peña,Maggie Q,Lucy Hale","Jeff Wadlow,Jeff Wadlow,Chris Roach",206429,,https://fr.web.img3.acsta.net/c_310_420/pictures/19/12/04/15/26/0979818.jpg,u.s.a.,12/02/2020 au 19/02/2020,,sony pictures releasing france,0,nightmare island,fantasy island
"Clovis Cornillac,Alice Pol,Manon Lemoine","Clovis Cornillac,Lilou Fogli,Tristan Schulmann",90935,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/08/05/12/35/2660259.jpg,france,01/06/2022 au 8/06/2022,,orange studio distribution / ugc distribution,0,c'est magnifique !,pas de titre original
"Roschdy Zem,Yolande Moreau,Marina Hands","Chad Chenouga,Chad Chenouga,Christine Paillard",60604,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/03/02/16/30/5652084.jpg,france,10/05/2023 au 17/05/2023,,le pacte,0,le principal,pas de titre original
"Mahamadou Sangaré,Martin Jauvat,William Lebghil","Martin Jauvat,Martin Jauvat",6676,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/02/17/10/57/2849678.jpg,france,29 mars au 5 avril 2023,,jhr films,0,grand paris,pas de titre original
"Dong-won Gang,Do-Yoon Kim,Jung-hyun Lee","Sang-Ho Yeon,Sang-Ho Yeon,Ryu Yong-jae",107865,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/06/25/11/24/2159732.jpg,corée du sud,21/10/2020 au 28/10/2020,,arp sélection,0,peninsula,pas de titre original
"Josiane Balasko,Mathilde Seigner,Jérôme Commandeur","Eric Lavaine,Eric Lavaine,Héctor Cabello Reyes",146389,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/04/26/13/25/1269217.jpg,france,16/06/2021 au 23/06/2021,,pathé,0,un tour chez ma fille,pas de titre original
"Jonathan Feltre,Angelina Woreth,Missoum Slimani","Jimmy Laporal-Tresor,Jimmy Laporal-Tresor,Sébastien Birchler (II)",22510,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/11/25/09/13/1449299.jpg,france,11/01/2023 au 18/01/2023,,the jokers / les bookmakers,0,les rascals,pas de titre original
,,6150,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/01/05/10/17/0342321.jpg,france,05/04/2023 au 12/04/2023,,gebeka films,0,a vol d'oiseaux,pas de titre original
"Isabelle Huppert,Hippolyte Girardot,Liliane Rovère","Jean-Paul Salomé,Jean-Paul Salomé,Hannelore Cayre",130560,,https://fr.web.img5.acsta.net/c_310_420/pictures/19/12/11/09/17/0499690.jpg,france,09/09/2020 au 16/09/2020,,le pacte,0,la daronne,pas de titre original
"Caleb Landry Jones,Essie Davis,Judy Davis","Justin Kurzel,Shaun Grant",10078,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/02/24/10/57/1760581.jpg,australie,11/05/2022 au 18/05/2022,,ad vitam,0,nitram,pas de titre original
"Pio Marmaï,Philippe Rebbot,Camille Chamoux","Edouard Deluc,Edouard Deluc,Nathalie Najem",49948,,https://fr.web.img2.acsta.net/c_310_420/pictures/22/07/01/16/34/0338635.jpg,france,09/11/2022 au 16/11/2022,,apollo films,0,petaouchnok,pas de titre original
"Nina Hoss,Uwe Boll,Katia Pascariu","Radu Jude,Radu Jude",1865,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/08/31/11/02/2436747.jpg,roumanie,27 septembre au 4 octobre 2023,,météore films,0,n’attendez pas trop de la fin du monde,nu aștepta prea mult de la sfârșitul lumii
,"Ana Chubinidze,Lilit Altunyan,Jaimeen Desai",3268,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/04/28/10/00/3888119.jpg,france,27 septembre au 4 octobre 2023,,gebeka films,0,"caillou, chou, hibou",pas de titre original
"Khady Mane,Mamadou Diallo,Binta Racine Sy","Ramata-Toulaye Sy,Ramata-Toulaye Sy",11021,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/08/01/12/32/3661119.jpg,france,30 août au 6 septembre 2023,,tandem,0,banel & adama,pas de titre original
"Park Jung-soo,Krystal Jung,Jung-se Oh","Kim Jee-Woon,Yeon-Shick Shin,Kim Jee-Woon",13756,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/09/19/14/51/2512041.jpg,corée du sud,08/11/2023 au 15/11/2023,,the jokers / les bookmakers,0,ça tourne à séoul ! cobweb,geomijip
"Vincent Cassel,Bérénice Bejo,Florence Foresti","Daniel Cohen,Daniel Cohen,Olivier Dazat",95111,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/07/01/13/38/0785313.jpg,france,09/09/2020 au 16/09/2020,,snd,0,le bonheur des uns...,pas de titre original
"Penélope Cruz,Antonio Banderas,Oscar Martinez","Mariano Cohn,Gastón Duprat,Andrés Duprat,Mariano Cohn",61295,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/04/14/15/24/5922922.jpg,espagne,01/06/2022 au 8/06/2022,,wild bunch distribution,0,compétition officielle,competencia oficial
"Swann Arlaud,Sarah Adler,Grégoire Oestermann","Philippe Petit,Philippe Petit",5849,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/01/03/18/20/0659112.jpg,france,08/02/2023 au 15/02/2023,,pyramide distribution,0,tant que le soleil frappe,pas de titre original
"Isabelle Carré,Théodore Pellerin,Ursina Lardi","Lionel Baier,Lionel Baier,Laurent Larivière",17522,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/07/13/09/41/5269412.jpg,suisse,24/08/2022 au 31/08/2022,,les films du losange,0,la dérive des continents (au sud),pas de titre original
" JoeyStarr, AZ,Alban Ivanov"," AZ,Laurent Junca, AZ,Laurent Junca",35199,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/02/07/09/23/2633916.jpg,france,13/04/2022 au 20/04/2022,,arp sélection,0,les gagnants,pas de titre original
"Louis Garrel,Damien Mongin,Esther Garrel","Philippe Garrel,Jean-Claude Carrière,Caroline Deruas",6111,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/07/17/10/32/4285171.jpg,france,13/09/2023 au 20/09/2023,,ad vitam,0,le grand chariot,pas de titre original
"Abdulah Sissoko,Hady Berthe,Issaka Sawadogo","Kim Chapiron,Kim Chapiron,Ladj Ly",86176,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/03/22/10/45/5353902.jpg,france,26 avril au 3 mai 2023,,le pacte,0,le jeune imam,pas de titre original
"Isabelle Huppert,Reda Kateb,Naidra Ayadi","Thomas Kruithof,Thomas Kruithof,Jean-Baptiste Delafon",130294,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/12/23/10/25/4750498.jpg,france,26 janvier au 2 février 2022,,wild bunch distribution,0,les promesses,pas de titre original
"Sergi López,David Marsais,Silvia Pérez Cruz"," Aurel,Jean-Louis Milesi",61028,,https://fr.web.img3.acsta.net/c_310_420/pictures/21/05/12/10/00/4510528.jpg,france,30 septembre au 7 octobre 2020,,dulac distribution,0,josep,
"Yvan Attal,Pierre Arditi, Miou-Miou","Bruno Chiche,Bruno Chiche,Yaël Langmann",111837,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/09/15/12/20/3557495.jpg,france,07/12/2022 au 14/12/2022,,apollo films / orange studio,0,maestro(s),pas de titre original
"Nastya Budiashkina,Sabrina Rubtsova,Caterina Barloggio","Elie Grappe,Elie Grappe,Raphaëlle Desplechin",11221,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/01/18/11/37/5732793.jpg,suisse,17/11/2021 au 24/11/2021,,arp sélection,0,olga,pas de titre original
"Liam Neeson,Jacob Perez,Katheryn Winnick","Robert Lorenz,Chris Charles,Robert Lorenz",3000000,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/01/04/16/43/2252730.jpg,u.s.a.,15/01/2021 au 18/01/2021,,snd,0,le vétéran,the marksman
"Jessica Chastain,Penélope Cruz,Bingbing Fan","Simon Kinberg,Theresa Rebeck,Simon Kinberg",120131,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/11/26/11/51/2331900.jpg,u.s.a.,05/01/2022 au 12/01/2022,,snd,0,355,the 355
"Mélanie Thierry,Lyes Salem,Félix Moati","Fabien Gorgeart,Fabien Gorgeart",61129,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/12/14/10/17/4915384.jpg,france,16/02/2022 au 23/02/2022,,le pacte,0,la vraie famille,pas de titre original
"Steven Yeun,Ye-Ri Han,Alan S. Kim","Lee Isaac Chung,Lee Isaac Chung",22413,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/06/08/16/17/3217700.jpg,u.s.a.,23/06/2021 au 30/06/2021,,arp sélection,0,minari,pas de titre original
"Garance Marillier,Bakary Keita,Sandor Funtek","Hamé Bourokba,Ekoué Labitey,Hamé Bourokba,Ekoué Labitey",3760,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/10/18/10/16/1069425.jpg,france,13/12/2023 au 20/12/2023,,the jokers / les bookmakers,0,rue des dames,pas de titre original
"Storm Reid,Nia Long,Megan Suri","Will Merrick (II),Nicholas D. Johnson,Will Merrick (II),Nicholas D. Johnson",53919,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/01/09/11/14/2557757.jpg,u.s.a.,22 février au 1 mars 2023,,sony pictures releasing france,0,missing : disparition inquiétante,missing
"Eero Milonoff,Alma Pöysti,Oona Airola","Selma Vilhunen,Selma Vilhunen",7753,,https://fr.web.img3.acsta.net/c_310_420/pictures/23/11/29/10/32/1466059.jpg,finlande,03/01/2024 au 10/01/2024,,haut et court,0,amours à la finlandaise,neljä pientä aikuista
"Park Ji-min (II),Oh Kwang-rok,Guka Han","Davy Chou,Davy Chou",44535,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/11/16/14/46/5377303.jpg,france,25 janvier au 1 février 2023,,les films du losange,0,retour à séoul,pas de titre original
"Billy Eichner,Luke MacFarlane, TS Madison","Nicholas Stoller,Billy Eichner,Nicholas Stoller",11110,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/05/19/10/44/1624741.jpg,u.s.a.,19/10/2022 au 26/10/2022,,universal pictures international france,0,bros,pas de titre original
"Kotone Furukawa,Ayumu Nakajima, Hyunri","Ryūsuke Hamaguchi,Ryūsuke Hamaguchi",55324,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/02/23/11/48/1546366.jpg,japon,06/04/2022 au 13/04/2022,,diaphana distribution,0,contes du hasard et autres fantaisies,guzen to sozo
"Joséphine Sanz,Gabrielle Sanz,Nina Meurisse","Céline Sciamma,Céline Sciamma",29219,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/05/03/15/45/4005036.jpg,france,02/06/2021 au 9/06/2021,,pyramide distribution,0,petite maman,pas de titre original
"Antoine Pirotte,Pierre Creton,Vincent Barré","Pierre Creton,Pierre Creton",4137,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/09/21/13/55/2034307.jpg,france,18/10/2023 au 25/10/2023,,jhr films,0,un prince,pas de titre original
"Didier Bourdon,Pierre-François Martin-Laval,Valérie Karsenti","Xavier Durringer,Miller Duval,Xavier Durringer",55577,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/05/16/10/06/3918056.jpg,france,22/06/2022 au 29/06/2022,,orange studio distribution / ugc distribution,0,l'homme parfait,pas de titre original
"Raphaël Personnaz,Jan Gunnar Røise,Kåre Conradi","Kajsa Næss,Per Schreiner,Kajsa Næss",7248,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/01/09/17/29/3977002.jpg,norvège,08/02/2023 au 15/02/2023,,les films du losange,0,titina,pas de titre original
"Chris Rock,Max Minghella,Samuel L. Jackson","Darren Lynn Bousman,Pete Goldfinger,Josh Stolberg",33994,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/04/28/10/25/5733422.jpg,u.s.a.,21/07/2021 au 28/07/2021,,metropolitan filmexport,0,spirale : l'héritage de saw,spiral: from the book of saw
