titre,score,nbre_vote,genres,langue,pays,pegi,duree,annee,popularite_score,director,scenaristes,casting_principal,casting_complet,budget
Madre,"6,6","2,3 k","['Drame', 'Thriller']","['Espagnol', 'Français']","['Espagne', 'France']",Tous publics,2h 8min,2019,['No Popularity Score'],Rodrigo Sorogoyen,Rodrigo Sorogoyen,"['Rodrigo Sorogoyen', 'Isabel Peña', 'Rodrigo Sorogoyen']","['Marta Nieto', 'Jules Porier', 'Alex Brendemühl', 'Anne Consigny', 'Frédéric Pierrot', 'Guillaume Arnault', 'Raúl Prieto', 'Blanca Apilánez', 'Álvaro Balas', 'Lou Lampros', 'Florent Hill', 'Pablo Cobo', 'Romain Berger', 'Joseph Gallet', 'Laurette Tessier', 'Richard Garcia', 'Eythan Chiche', 'Léonard Deheunynck']",2 600 000 € (estimé)
La place d'une autre,"6,4",566,['Drame'],['Français'],['France'],Tous publics,1h 52min,2021,['No Popularity Score'],Aurélia Georges,Aurélia Georges,"['Aurélia Georges', 'Aurélia Georges', 'Maud Ameline']","['Lyna Khoudri', 'Sabine Azéma', 'Maud Wyler', 'Laurent Poitrenaux', 'Didier Brice', 'Lise Lamétrie', 'Olivier Broche', 'Marie Hattermann', 'Judith Leder', 'Jacques Bachelier', 'Ilario Gallo', 'Dominique Kling', 'Marie Seux', 'Laure Werckmann', 'Horst Kiss', 'Raimund Schall', 'Amélie Belohradsky', 'Agnès Bourgeois']",3 250 000 € (estimé)
Krypto et les Super-Animaux,"7,1",75 k,"['Animation', 'Action', 'Aventure']","['Anglais', 'Espagnol']","['États-Unis', 'Australie']",Tous publics,1h 45min,2022,3 619,Jared Stern,Jared Stern,"['Jared Stern', 'Sam J. Levine', 'Jared Stern']","['Dwayne Johnson', 'Kevin Hart', 'Kate McKinnon', 'John Krasinski', 'Vanessa Bayer', 'Natasha Lyonne', 'Diego Luna', 'Marc Maron', 'Keanu Reeves', 'Thomas Middleditch', 'Ben Schwartz', 'Olivia Wilde', 'Maya Erskine', 'Yvette Nicole Brown', 'Jameela Jamil', 'Jemaine Clement', 'John Early', 'Dascha Polanco']",90 000 000 $US (estimé)
Médecin de nuit,"6,6","1,8 k","['Policier', 'Drame', 'Thriller']","['Français', 'Anglais', 'Arabe']",['France'],Tous publics avec avertissement,1h 22min,2020,['No Popularity Score'],Elie Wajeman,Elie Wajeman,"['Elie Wajeman', 'Agnès Feuvre', 'Vincent Macaigne']","['Vincent Macaigne', 'Pio Marmaï', 'Sara Giraudeau', 'Sarah Le Picard', 'Florence Janas', 'Lou Lampros', 'Ernst Umhauer', 'Sylvain Jacques', 'Jehanne Pasquet', 'Pauline Vidal', 'Thibault Fraisse', 'Samuel Achache', 'Sékouba Doucouré', 'Moncef Miladi', 'Malika Zairi', 'Hasna Zairi', 'Michelle Campana', 'Guillaume Verdier']",2 460 000 € (estimé)
Sentimental,"6,6","3,2 k",['Comédie'],"['Espagnol', 'Arabe']",['Espagne'],Tous publics,1h 22min,2020,['No Popularity Score'],Cesc Gay,Cesc Gay,"['Cesc Gay', 'Cesc Gay', 'Casting principal']","['Javier Cámara', 'Griselda Siciliani', 'Belén Cuesta', 'Alberto San Juan', 'Akram', 'Jali']",['No budget']
On dirait la planète mars,"6,9",800,"['Comédie', 'Drame', 'Science-fiction']","['Français', 'Anglais']",['Canada'],1h 44min,0,2022,['No Popularity Score'],Stéphane Lafleur,Stéphane Lafleur,"['Stéphane Lafleur', 'Eric K. Boulianne', 'Stéphane Lafleur']","['Steve Laplante', 'Larissa Corriveau', 'Fabiola Nyrva Aladin', 'Hamza Haq', 'Denis Houle', 'Marie Brassard', 'Martin-David Peters', 'Marie-Laurence Moreau', 'Rémi-Pierre Paquin', 'John P. Alviz', 'Geneviève Beaudet', 'Eric K. Boulianne', 'Joanie Charron', 'Eric Davis', 'Gabriel De Santis-Caron', 'Buck Deachman', 'Mélanie Elliott', 'Violaine Estérez']",['No budget']
Mon cousin Vinny,"7,6",140 k,"['Comédie', 'Policier']",['Anglais'],['États-Unis'],Tous publics,2h,1992,517,Jonathan Lynn,Jonathan Lynn,"['Jonathan Lynn', 'Dale Launer', 'Casting principal']","['Joe Pesci', 'Marisa Tomei', 'Ralph Macchio', 'Mitchell Whitfield', 'Fred Gwynne', 'Lane Smith', 'Austin Pendleton', 'Bruce McGill', 'Maury Chaykin', 'Paulene Myers', 'Raynor Scheine', 'James Rebhorn', 'Chris Ellis', 'Michael Simpson', 'Lou Walker', 'Kenny Jones', 'Thomas Merdis', 'J. Don Ferguson']",11 000 000 $US (estimé)
Vieilles canailles,"7,3",28 k,['Comédie'],"['Anglais', 'Latin', ""Gaélique d'Irlande""]","['Royaume-Uni', 'Irlande', 'France', 'États-Unis']",Tous publics,1h 31min,1998,['No Popularity Score'],Kirk Jones,Kirk Jones,"['Kirk Jones', 'Kirk Jones', 'Casting principal']","['Ian Bannen', 'David Kelly', 'Fionnula Flanagan', 'Susan Lynch', 'James Nesbitt', 'Paul Vaughan', 'Adrian Robinson', ""Maura O'Malley"", 'Robert Hickey', 'Paddy Ward', 'James Ryland', 'Fintan McKeown', 'Eileen Dromey', 'Kitty Fitzgerald', 'Dermot Kerrigan', 'Jimmy Keogh', 'Brendan Dempsey', 'Matthew Devitt']",3 000 000 $US (estimé)
Sword Art Online - Progressive - Scherzo of Deep Night,"6,7",939,"['Animation', 'Action', 'Aventure']",['Japonais'],['Japon'],1h 41min,0,2022,['No Popularity Score'],Ayako Kouno,Ayako Kouno,"['Ayako Kouno', 'Masakazu Ohara', 'Reki Kawahara']","['Haruka Tomatsu', 'Yoshitsugu Matsuoka', 'Shiori Izawa', 'Kaede Hondo', 'Yûsuke Kobayashi', 'Tomokazu Seki', 'Inori Minase', 'Hiroki Yasumoto', 'Ryôta Ôsaka', 'Yuusuke Nagano', 'AmaLee', 'Yôhei Azakami', 'A.J. Beckles', 'Bill Butts', 'Kimberley Anne Campbell', 'Cherami Leigh', 'Xander Mobus', 'Takeo Otsuka']",['No budget']
Comme une actrice,"5,3",76,"['Comédie', 'Drame']","['Français', 'Mandarin']",['France'],Tous publics,1h 33min,2022,['No Popularity Score'],Sébastien Bailly,Sébastien Bailly,"['Sébastien Bailly', 'Scénario', 'Sébastien Bailly']","['Julie Gayet', 'Benjamin Biolay', 'Agathe Bonitzer', 'Jenny Arasse', 'Clara Balmin', 'Ava Baya', 'Lise Bellynck', 'Carmen Burdin', 'Julien Cheminade', 'Julien Collet', 'Agathe Crépin', 'Mailys Favraud', 'Louisiane Gouverneur', 'Cyril Gueï', 'Stéphanie Heiser', 'Matthias Jacquin', 'Paul Jeanson', 'Jérémie Laure']",['No budget']
Pierre Lapin 2: Panique en ville,"6,2",15 k,"['Animation', 'Aventure', 'Comédie']","['Anglais', 'Allemand']","['États-Unis', 'Australie']",Tous publics,1h 33min,2021,2 016,Will Gluck,Will Gluck,"['Will Gluck', 'Will Gluck', 'Patrick Burleigh']","['Rose Byrne', 'Domhnall Gleeson', 'David Oyelowo', 'James Corden', 'Colin Moody', 'Margot Robbie', 'Elizabeth Debicki', 'Aimee Horne', 'Lennie James', 'Hayley Atwell', 'Damon Herriman', 'Rupert Degas', 'Sia', 'Sam Neill', 'Ewen Leslie', 'David Wenham', 'Will Reichelt', 'Matt Villa']",45 000 000 $US (estimé)
"Are You There God? It's Me, Margaret.","7,3",27 k,"['Comédie', 'Drame', 'Famille']","['Anglais', 'Hébreu']",['États-Unis'],PG-13,1h 46min,2023,1 129,Kelly Fremon Craig,Kelly Fremon Craig,"['Kelly Fremon Craig', 'Kelly Fremon Craig', 'Judy Blume']","['Abby Ryder Fortson', 'Rachel McAdams', 'Kathy Bates', 'Benny Safdie', 'Elle Graham', 'Amari Alexis Price', 'Katherine Mallen Kupferer', 'Kate MacCluggage', 'Aidan Wojtak-Hissong', 'Landon S. Baxter', 'Mackenzie Joy Potter', 'Olivia Williams', 'Mike Platarote Jr.', 'Echo Kellum', 'Simms May', 'Zack Brooks', 'Jecobi Swain', 'Isol Young']",30 000 000 $US (estimé)
Ashkal,"6,1",397,"['Policier', 'Drame', 'Thriller']","['Arabe', 'Français']","['France', 'Tunisie', 'Qatar']",Tous publics avec avertissement,1h 32min,2022,['No Popularity Score'],Youssef Chebbi,Youssef Chebbi,"['Youssef Chebbi', 'François-Michel Allegrini', 'Youssef Chebbi']","['Fatma Oussaifi', 'Mohamed Grayaâ', 'Rami Harrabi', 'Hichem Riahi', 'Nabil Trabelsi', 'Bahri Rahali', 'Oumayma Meherzi', 'Ghalia Jebali', 'Aymen Ben Hmida', 'Adel Monam Khemis', 'Barrie Marleen', 'Daniel Guikpa', 'Céline Yaho Amenan', 'Fatma Felhi', 'Imen Badarjah', 'Youssef Oueslati', 'Amel Karray', 'Lotfi Turki']",620 000 € (estimé)
Du crépitement sous les néons,"6,1",96,['Thriller'],['Français'],['France'],12,1h 38min,2022,['No Popularity Score'],Fgko,Fgko,"['Fgko', 'Fabrice Garçon', 'Kévin Ossona']","['Jérémie Laheurte', 'Tracy Gotoas', 'Bosh', 'Idir Azougli', 'Nacho Fresneda', 'Anton Yakovlev', 'Jo Prestia', 'Fulgence Mvemba', 'Abel Jafri', 'Chloé Mons', 'Marlise Bété', 'Izya Bechekir', 'Meriem Serbah', 'Gilles Janeyrand', 'Mohammed Mansour', 'Grégory Kristoforoff', 'Zbigniew Jankowski', 'Branislav Vasic']",['No budget']
Parents d'élèves,"6,0",547,['Comédie'],['Français'],['France'],Tous publics,1h 29min,2020,['No Popularity Score'],Noémie Saglio,Noémie Saglio,"['Noémie Saglio', 'Scénario', 'Mathias Gavarry']","['Vincent Dedienne', 'Camélia Jordana', 'Oscar Pauleau', 'Alix Poisson', 'Samir Guesmi', 'Anne Charrier', 'Emmanuelle Bougerol', 'Emilie Gavois-Kahn', 'Héléna Soubeyrand', 'Eric Verdin', 'Lomani Mondoga', 'Noé Sobelman', 'Maël Rouin Berrandou', 'Eve Saglio-Dru Taylor', 'Anna Weil', 'Emma Audor Arizmendi', 'Mathilde Hascoat', 'Saskia de Melo Dillais']",['No budget']
Méduse,"6,4",94,['Drame'],['Français'],['France'],Tous publics,1h 27min,2022,['No Popularity Score'],Sophie Lévy,Sophie Lévy,"['Sophie Lévy', 'Sophie Lévy', 'Casting principal']","['Roxane Mesquida', 'Anamaria Vartolomei', 'Arnaud Valois', 'Pierre Nisse', 'Léo Dussollier', 'Maxime Gleizes', 'Amanda Rubinstein', 'Mehdi Rahim-Silvioli', 'Barbara Biancardini', 'Capucine De Vion', 'Assiata Adams', 'Evelyne Coton', 'Anne-Laure Jaeglé', 'Margot Luciarte', 'Claire Le Fouler', 'Kathleen Rengnet', 'Oriane Le Bouteiller', ""Alexandre 'Astro' Hussenet""]",['No budget']
Si proche du soleil,0,0,['Drame'],['No Language'],['No Country'],1h 30min,0,2024,['No Popularity Score'],Benjamin Rancoule,Benjamin Rancoule,"['Benjamin Rancoule', 'Benjamin Rancoule', 'Casting principal']","['Eléonore Aguillon', 'Myrddrina Antoni', 'Caroline Arrouet', 'Morgane Authier', 'Viviane Ayrault', 'Caroline Bento', 'Stéphanie Boucher', 'Inas Chanti', 'Vincent Chaumont', 'Jonathan Chiche', 'Maylis de Poncins', 'David Decraene', 'Marion Denivan', 'Nicolas Duquenoy', 'Christophe Favre', 'Valentin Frentzel', 'Sofiane Kerroua', 'Elena Kizilova']",['No budget']
Le Trésor du Petit Nicolas,"5,7",370,"['Comédie', 'Famille']",['Français'],"['France', 'Belgique']",Tous publics,1h 43min,2021,['No Popularity Score'],Julien Rappeneau,Julien Rappeneau,"['Julien Rappeneau', 'Scénario', 'Julien Rappeneau']","['Ilan Debrabant', 'Audrey Lamy', 'Jean-Paul Rouve', 'Pierre Arditi', 'Grégory Gadebois', 'Jean-Pierre Darroussin', ""Adeline D'Hermy"", 'Noémie Lvovsky', 'François Morel', 'Anton Alluin', 'Oscar Boissière', 'Léandre Castellano-Lemoine', 'Malo Chanson-Demange', 'Simon Faliu', 'Malick Laugier', 'Léonard Signoret', 'Philippe Uchan', 'Lise Lamétrie']",['No budget']
Hitman & Bodyguard 2,"6,1",107 k,"['Action', 'Comédie', 'Policier']","['Anglais', 'Espagnol', 'Japonais', 'Russe']","['Royaume-Uni', 'États-Unis', 'Suède', 'Bulgarie', 'France']",Tous publics avec avertissement,1h 40min,2021,2 835,Patrick Hughes,Patrick Hughes,"['Patrick Hughes', 'Scénario', ""Tom O'Connor""]","['Ryan Reynolds', 'Samuel L. Jackson', 'Salma Hayek', 'Antonio Banderas', 'Caroline Goodall', 'Rebecca Front', 'Gabriella Wright', 'Alice McMillan', 'Kristofer Kamiyasu', 'Gary Oldman', 'Tom Hopper', 'Blake Ritson', 'Richard E. Grant', 'Stewart Alexander', 'Tsuwayuki Saotome', 'Noortje Herlaar', 'Michael Gor', 'Georgie Glen']",70 000 000 $US (estimé)
Le royaume des étoiles,"4,8",644,"['Animation', 'Aventure', 'Comédie']",['Allemand'],"['Allemagne', 'Autriche']",Tous publics,1h 25min,2021,['No Popularity Score'],Ali Samadi Ahadi,Ali Samadi Ahadi,"['Ali Samadi Ahadi', 'Ali Samadi Ahadi', 'Arne Nolting']","['Jacob Banigan', 'Stephan Benson', 'David Daria', 'Gerti Drassl', 'Lilian Gartner', 'Veronika Glatzner', 'Jolie Natalia Handler', 'Stefko Hanushevsky', 'Elisabeth Kanettis', 'Michaela Kasper', 'Dennis J. Kozeluh', 'Aleks Le', 'Jim Libby', 'Mellisa Mabei', 'Proschat Madani', 'Hossein Rahmani Manesh', 'Alix Martin', 'Howard Nightingall']",7 600 000 € (estimé)
Vous ne désirez que moi,"5,9",186,['Romantique'],['Français'],['France'],Tous publics,1h 35min,2021,['No Popularity Score'],Claire Simon,Claire Simon,"['Claire Simon', 'Yann Andréa', 'Michèle Manceaux']","['Swann Arlaud', 'Emmanuelle Devos', 'Christophe Paou', 'Philippe Minyana']",['No budget']
Tralala,"5,9",417,"['Comédie', 'Comédie Musicale']",['Français'],['France'],Tous publics,2h,2021,['No Popularity Score'],Arnaud Larrieu,Arnaud Larrieu,"['Arnaud Larrieu', 'Jean-Marie Larrieu', 'Arnaud Larrieu']","['Mathieu Amalric', 'Josiane Balasko', 'Mélanie Thierry', 'Maïwenn', 'Bertrand Belin', 'Denis Lavant', 'Galatéa Bellugi', 'Joseph Brisset', 'Balthazar Gibert', 'Jalil Lespert', 'Duccio Bellugi-Vannuccini', 'Malik Djoudi', 'Julien Sabatié-Ancora', 'Romain Dat', 'Line Gaubert-Verrier', 'Erwan Ribard', 'Benoît Armande', 'Eric Grondin']",['No budget']
Le procès de l'herboriste,"6,8","3,2 k","['Biographique', 'Drame', 'Historique']","['Tchèque', 'Allemand', 'Slovaque']","['République tchèque', 'Pologne', 'Irlande', 'Slovaquie']",Tous publics avec avertissement,1h 58min,2020,['No Popularity Score'],Agnieszka Holland,Agnieszka Holland,"['Agnieszka Holland', 'Marek Epstein', 'Martin Sulc']","['Ivan Trojan', 'Josef Trojan', 'Juraj Loj', 'Jaroslava Pokorná', 'Jirí Cerný', 'Miroslav Hanus', 'Ladislav Kolár', 'Martin Sitta', 'Jan Vlasák', 'Barbora Milotová', 'Milena Sajdkova', 'Magdaléna Borová', 'Otmar Brancuzský', 'Daniela Vorácková', 'Adam Hrdy', 'Pavlína Storková', 'Jan Budar', 'Matej Sumbera']",['No budget']
Maurice le chat fabuleux,"6,2","5,5 k","['Animation', 'Aventure', 'Comédie']",['Anglais'],"['Royaume-Uni', 'Allemagne']",Tous publics,1h 33min,2022,['No Popularity Score'],Toby Genkel,Toby Genkel,"['Toby Genkel', 'Florian Westermann', 'Scénario']","['Hugh Laurie', 'Emilia Clarke', 'David Thewlis', 'Himesh Patel', 'Gemma Arterton', 'Ariyon Bakare', 'Joe Sugg', 'Julie Atherton', 'Hugh Bonneville', 'Rob Brydon', 'Peter Serafinowicz', 'David Tennant', 'Bastian Pastewka', 'Gabrielle Pietermann', 'Jerry Hoffmann', 'Thomas Rauscher', 'Murali Perumal', 'Sina Zadra']",17 000 000 $US (estimé)
Bowling Saturne,"5,8",459,"['Drame', 'Thriller']",['Français'],"['France', 'Belgique']",16,1h 54min,2022,['No Popularity Score'],Patricia Mazuy,Patricia Mazuy,"['Patricia Mazuy', 'Patricia Mazuy', 'Yves Thomas']","['Arieh Worthalter', 'Achille Reggiani', 'Y-Lan Lucas', 'Leïla Muse', 'Frédéric van den Driessche', 'Olivier Faliez', 'Elisa Hartel', 'Emmanuel Matte', 'Nicolas Lepy', 'Frédérique Renda', 'Denis Ardant', 'Anne-Lise Heimburger', 'David Jonquières', 'Barnaby Apps', 'Stéphane Chancerel', 'Vinciane Millereau', 'Heidi Varin', 'Sonia Mateos']",['No budget']
Radio Metronom,"6,6","1,5 k",['Drame'],['Roumain'],"['Roumanie', 'France']",Tous publics,1h 42min,2022,['No Popularity Score'],Alexandru Belc,Alexandru Belc,"['Alexandru Belc', 'Alexandru Belc', 'Casting principal']","['Mara Bugarin', 'Serban Lazarovici', 'Vlad Ivanov', 'Mihai Calin', 'Andreea Bibiri', 'Mara Vicol', 'Alina Berzunteanu', 'Mihnea Moldoveanu', 'Andrei Miercure', 'Mariuca Bosnea', 'Eduard Chimac', 'Marius Boboc', 'Tiberius Zavelea', 'Briana Macovei', 'Pamela Iobaji', 'Ana Bodea', 'Alin Florea', 'Alexandru Conovaru']",['No budget']
Rifkin's Festival,"6,1","9,4 k","['Comédie', 'Romantique']","['Anglais', 'Espagnol', 'Suédois']","['Espagne', 'États-Unis', 'Italie']",Tous publics,1h 28min,2020,['No Popularity Score'],Woody Allen,Woody Allen,"['Woody Allen', 'Woody Allen', 'Casting principal']","['Wallace Shawn', 'Damian Chapa', 'Bobby Slayton', 'Gina Gershon', 'Louis Garrel', 'Stephanie Figueira', 'Luz Cipriota', 'Godeliv Van den Brandt', 'Manu Fullola', 'Richard Kind', 'Nathalie Poza', 'Cameron Hunter', 'Itziar Castro', 'Isabel García Lorca', 'Richard Carlow', 'Yuri D. Brown', 'Carmen Salta', 'Enrique Arce']",['No budget']
Joy Ride,"6,4",23 k,['Comédie'],"['Anglais', 'Coréen', 'Mandarin']","['Royaume-Uni', 'États-Unis']",Tous publics,1h 35min,2023,1 033,Adele Lim,Adele Lim,"['Adele Lim', 'Scénario', 'Cherry Chevapravatdumrong']","['Ashley Park', 'Sherry Cola', 'Stephanie Hsu', 'Sabrina Wu', 'Debbie Fan', 'Kenneth Liu', 'Annie Mumolo', 'David Denman', 'Belle Zhang', 'Lennon Yee', 'Kellen Bruce', 'Kalayna Kozak', 'Isla Rose Hall', 'Chloe Pun', 'Nathan Parrott', 'Beckam Crawford', 'Timothy Simons', 'Nick Fontaine']",['No budget']
Les amants sacrifiés,"6,6","3,1 k","['Drame', 'Historique', 'Guerre']","['Japonais', 'Anglais']",['Japon'],2020,Tous publics,Téléfilm,['No Popularity Score'],Kiyoshi Kurosawa,Kiyoshi Kurosawa,"['Kiyoshi Kurosawa', 'Ryûsuke Hamaguchi', 'Kiyoshi Kurosawa']","['Yû Aoi', 'Issei Takahashi', 'Masahiro Higashide', 'Ryôta Bandô', 'Yuri Tsunematsu', 'Minosuke', 'Hyunri', 'Takashi Sasano', 'Chuck Johnson', 'Nihi', 'David Ridges', 'Sakichi Sato']",['No budget']
Saloum,"6,2","2,7 k","['Action', 'Horreur', 'Thriller']","['Français', 'Wolof']","['Sénégal', 'France']",Tous publics avec avertissement,1h 24min,2021,['No Popularity Score'],Jean Luc Herbulot,Jean Luc Herbulot,"['Jean Luc Herbulot', 'Scénario', 'Jean Luc Herbulot']","['Yann Gael', 'Evelyne Ily Juhen', 'Roger Sallah', 'Mentor Ba', 'Bruno Henry', 'Marielle Salmier', 'Babacar Oualy', 'Ndiaga Mbow', 'Cannabasse', 'Renaud Farah', 'Alvina Karamoko']",['No budget']
Tad l'explorateur et la table d'émeraude,"6,0","1,8 k","['Animation', 'Aventure', 'Comédie']","['Espagnol', 'Anglais', 'Français']",['Espagne'],Tous publics,1h 30min,2022,['No Popularity Score'],Enrique Gato,Enrique Gato,"['Enrique Gato', 'Manuel Burque', 'Josep Gatell']","['Óscar Barberán', 'Luis Posada', 'Michelle Jenner', 'Ana Esther Alborg', 'Alexandra Jiménez', 'Tito Valverde', 'Cecilia Suárez', 'José Corbacho', 'Berta Cortés', 'Pablo Gómez', 'Manuel Burque', 'Roser Aldabó', 'Gloria González', 'Marcel Navarro', 'Rafa Parra', 'Daniel Romero', 'Claudio Serrano', 'Iker Jiménez']",['No budget']
"Dirty, Difficult, Dangerous","6,5",88,"['Drame', 'Fantastique', 'Romantique']","['Arabe', 'Anglais']","['France', 'Italie', 'Liban', 'Qatar']",1h 23min,0,2022,['No Popularity Score'],Wissam Charaf,Wissam Charaf,"['Wissam Charaf', 'Wissam Charaf', 'Hala Dabaji']","['Clara Couturet', 'Ziad Jallad', 'Rifaat Tarabay', 'Darina Al Joundi', 'Kawsie Chandra', 'Carol Abboud', 'Ghina Daou', 'Rémi Fadel', 'Adam Alothman', 'Fouad Tichouket', 'Kassem Al Khoja', 'Christian Ngo Nhon Quyen', 'Serge Mitri', 'Jallal Bejaoui', 'Mekdas Wedaje', 'Elizabeth Briand', 'Elie Tannous', 'Raymond Hosny']",['No budget']
Les Trolls 2 : Tournée mondiale,"6,1",29 k,"['Animation', 'Aventure', 'Comédie']",['Anglais'],"['États-Unis', 'Japon']",Tous publics,1h 31min,2020,2 003,Walt Dohrn,Walt Dohrn,"['Walt Dohrn', 'David P. Smith', 'Scénario']","['Anna Kendrick', 'Justin Timberlake', 'Rachel Bloom', 'James Corden', 'Ron Funches', 'Kelly Clarkson', 'Anderson .Paak', 'Sam Rockwell', 'George Clinton', 'Mary J. Blige', 'Kenan Thompson', 'Kunal Nayyar', 'Caroline Hjelt', 'Aino Jawo', 'J Balvin', 'Flula Borg', 'Ester Dean', 'Jamie Dornan']",90 000 000 $US (estimé)
Le rapport Auschwitz,"6,6","2,8 k","['Drame', 'Historique', 'Guerre']","['Anglais', 'Tchèque', 'Polonais', 'Slovaque', 'Allemand']","['Slovaquie', 'République tchèque', 'Pologne', 'Allemagne']",1h 34min,0,2021,['No Popularity Score'],Peter Bebjak,Peter Bebjak,"['Peter Bebjak', 'Scénario', 'Peter Bebjak']","['Noel Czuczor', 'Peter Ondrejicka', 'Florian Panzner', 'Jan Nedbal', 'Wojciech Mecwaldowski', 'Jacek Beler', 'Michal Rezný', 'Christoph Bach', 'Lars Rudolph', 'Ksawery Szlenkier', 'Kamil Nozynski', 'Aleksander Mincer', 'Justyna Wasilewska', 'Noah Perktold', 'Kamil Polnisiak', 'David Zimmerschied', 'Lukasz Garlicki', 'Lucia Jasková']",3 200 000 € (estimé)
Zone(s) de turbulence,"5,5","1,2 k",['Comédie'],"['Anglais', 'Suédois']","['Islande', 'Royaume-Uni', 'Allemagne']",1h 37min,0,2023,['No Popularity Score'],Hafsteinn Gunnar Sigurðsson,Hafsteinn Gunnar Sigurðsson,"['Hafsteinn Gunnar Sigurðsson', 'Halldór Laxness Halldórsson', 'Tobias Munthe']","['Lydia Leonard', 'Timothy Spall', 'Ella Rumpf', 'Nick Blakeley', 'Gina Bramhill', 'Rob Delaney', 'Svandis Dora Einarsdottir', 'Emun Elliott', 'Georgi Georgiev', 'Sverrir Gudnason', 'Björn Hlynur Haraldsson', 'Naveed Khan', 'Graham Littlewood', 'Simon Manyonda', 'Serene Gardner Masoud', 'Ashley McGuire', 'Ahd Tamimi', 'Cain Aiden']",['No budget']
"Josée, le tigre et les poissons","7,6","7,8 k","['Animation', 'Drame', 'Romantique']",['Japonais'],['Japon'],Tous publics,1h 39min,2020,['No Popularity Score'],Kôtarô Tamura,Kôtarô Tamura,"['Kôtarô Tamura', 'Seiko Tanabe', 'Sayaka Kuwamura']","['Kaya Kiyohara', 'Taishi Nakagawa', 'Matsutera Chiemi', 'Kengo Kawanishi', 'Lynn', 'Yume Miyamoto', 'Shintarô Moriyama', 'Kanji Obana', 'Kazuyuki Okitsu', 'Masaki Terasoma', 'Dani Chambers', 'Sarah Roach', 'Brianna Roberts', 'Zeno Robinson', 'Masaki Shimizu', 'Nazeeh Tarsha', 'Howard Wang', 'Suzie Yeung']",['No budget']
Le jardin enchanté,0,0,"['Animation', 'Court-métrage']",['Français'],['France'],4min,0,2011,['No Popularity Score'],Viviane Karpp,Viviane Karpp,"['Viviane Karpp', 'Viviane Karpp']",['No Casting'],['No budget']
The Good Criminal,"6,0",57 k,"['Action', 'Thriller']","['Anglais', 'Espagnol', 'Allemand']",['États-Unis'],Tous publics,1h 39min,2020,['No Popularity Score'],Mark Williams,Mark Williams,"['Mark Williams', 'Scénario', 'Steve Allrich']","['Liam Neeson', 'Kate Walsh', 'Jai Courtney', 'Jeffrey Donovan', 'Anthony Ramos', 'Robert Patrick', 'Tazzie', 'Jasmine Cephas Jones', 'Devon Diep', 'Herlín Areniello', 'James Milord', 'Lewis D. Wheeler', 'Jose Guns Alves', 'Michael Malvesti', ""Patty O'Neil"", 'Joshua Brown', 'Guy Cooper', 'Janelle Feigley']",30 000 000 $US (estimé)
La dernière danse de Kirsty McLeod,"7,1","1,2 k",['Drame'],['No Language'],['Royaume-Uni'],1h 56min,0,2021,['No Popularity Score'],Richie Adams,Richie Adams,"['Richie Adams', 'Richie Adams', 'John MacKay']","['Hermione Corfield', 'Will Fletcher', 'Mark Gatiss', 'David Brooks', 'Felicity Keenan', 'Morven Christie', 'Ali Fumiko Whitney', 'Tom Byrne', 'Scott Miller', 'Alison Peebles', 'Luke Nunn', 'Sean Gilder', 'Liam Brennan', 'Leigh Biagi', 'Jeff Stewart', 'Forbes Masson', 'Frances Grey', 'Caleb Johnston-Miller']",['No budget']
